id,mentions_luxury,amenity_count,sentiment_score,neighborhood_vibe,cleanliness_mentioned
19927120,True,5,0.9,upscale,True
13705991,False,6,0.49,artsy,False
17280743,False,1,0.98,bustling_urban,False
17267017,False,5,0.86,artsy,False
1644133,True,7,0.99,unknown,True
18973686,False,1,0.89,bustling_urban,False
6692786,False,9,0.54,artsy,False
11674081,True,5,0.82,quiet_residential,False
18889038,False,1,0.82,family_friendly,False
12489892,True,13,0.74,upscale,True
16544251,False,3,0.92,quiet_residential,True
19983936,False,6,0.98,family_friendly,True
867769,False,11,0.72,artsy,False
21461408,False,1,0.97,unknown,True
12185578,False,6,0.99,artsy,True
14824875,False,7,0.99,quiet_residential,False
15028521,False,2,0.81,family_friendly,False
9237806,True,6,0.76,bustling_urban,True
9153256,True,4,0.79,artsy,False
12813206,True,2,0.89,quiet_residential,True
1056865,False,3,0.91,bustling_urban,True
10980678,False,1,0.85,artsy,False
22446079,True,1,0.78,artsy,False
21090942,False,4,0.73,artsy,False
14334508,False,7,0.94,bustling_urban,False
2015005,False,2,0.94,quiet_residential,False
19623916,True,4,0.98,bustling_urban,False
217660,False,4,0.99,trendy,False
18181542,False,4,0.75,artsy,False
9065297,True,2,0.89,quiet_residential,True
13274952,False,3,0.84,artsy,False
6225968,False,7,0.89,artsy,False
19311153,True,5,0.59,artsy,False
19588937,False,1,0.96,unknown,False
4932075,False,5,0.73,trendy,False
9754436,False,2,0.95,trendy,True
6300424,False,5,0.94,trendy,True
5718494,False,4,0.99,trendy,False
403056,False,2,0.7,bustling_urban,False
23130377,False,1,0.98,upscale,False
14107070,False,4,0.74,trendy,False
751818,False,6,0.9,upscale,True
21411274,False,8,0.93,upscale,True
4053597,False,5,0.84,unknown,False
14283546,False,4,0.98,artsy,True
10232039,False,3,0.72,family_friendly,True
20406627,False,1,0.85,family_friendly,True
16132114,True,5,0.77,unknown,True
419373,False,5,0.89,artsy,False
14302900,False,1,0.75,unknown,False
257787,False,9,0.91,trendy,True
21250017,False,2,0.9,artsy,False
19701946,False,7,0.99,family_friendly,False
6886371,False,4,0.84,bustling_urban,False
19791460,False,3,0.82,trendy,False
7304034,False,6,0.79,family_friendly,False
18745767,False,2,0.82,artsy,False
22304458,True,5,0.86,trendy,False
13309667,True,5,0.69,trendy,False
14409723,False,5,0.93,artsy,False
17840284,False,1,0.9,quiet_residential,False
16063885,False,3,0.91,artsy,True
9171140,False,8,0.82,trendy,True
16897705,False,1,0.91,upscale,True
22064923,False,5,0.51,artsy,False
16220797,True,1,0.99,upscale,True
1606640,False,9,0.82,family_friendly,False
9779136,False,5,0.7,artsy,False
18811821,False,1,0.85,trendy,False
20270476,False,3,0.41,artsy,False
14283423,True,5,0.91,family_friendly,False
992508,False,4,0.7,bustling_urban,False
7003788,True,7,0.89,bustling_urban,False
23002904,False,4,0.73,upscale,False
17279383,True,5,0.96,trendy,True
16085058,False,1,0.92,family_friendly,False
18002685,True,1,0.96,upscale,True
10500815,False,22,0.97,trendy,True
1109388,True,7,0.62,family_friendly,True
8016681,False,7,0.83,quiet_residential,True
86698,False,3,0.93,family_friendly,False
6276574,False,2,0.92,family_friendly,False
23339894,False,4,0.8,trendy,False
95883,False,5,0.91,artsy,False
7307468,False,4,0.8,artsy,False
17759868,False,4,0.61,bustling_urban,False
7227235,False,4,0.87,unknown,True
3426233,False,5,0.45,upscale,False
23288102,False,2,0.95,artsy,True
15311733,False,5,0.83,bustling_urban,False
13654166,False,9,0.79,unknown,False
1155885,False,2,0.99,artsy,False
14808890,False,2,0.96,unknown,False
16770049,True,4,0.99,unknown,False
195027,True,6,0.94,upscale,False
3338062,False,5,0.99,unknown,False
17542935,False,9,0.71,family_friendly,True
17879131,False,1,0.79,trendy,False
22495122,False,1,0.84,quiet_residential,False
7437623,False,5,0.99,upscale,False
17240,False,7,0.6,trendy,False
18105865,False,3,0.79,trendy,True
11905189,False,6,0.85,artsy,False
7769946,False,3,0.86,trendy,False
22423120,False,3,0.74,unknown,True
7434420,False,3,0.89,bustling_urban,True
21728835,False,6,0.99,bustling_urban,True
16870827,False,3,0.98,family_friendly,False
2061811,False,1,0.99,family_friendly,False
19907865,False,1,0.99,trendy,False
19619159,False,2,0.85,trendy,True
13674349,True,7,0.64,artsy,False
199492,True,1,0.71,bustling_urban,False
11798453,False,1,0.64,unknown,False
20516112,False,5,0.58,trendy,False
13396944,False,1,0.95,trendy,False
4837865,False,5,0.98,family_friendly,False
20076056,False,6,0.8,upscale,True
4120122,False,5,0.67,trendy,False
8887907,True,4,0.94,quiet_residential,False
970659,True,8,0.76,quiet_residential,False
18753411,False,6,0.75,family_friendly,False
22001385,False,2,0.83,unknown,False
4517117,False,6,0.96,artsy,True
4710315,False,4,0.86,trendy,False
13899267,False,3,0.99,trendy,False
11875118,True,3,0.79,artsy,False
3968405,True,5,0.89,artsy,True
4950357,False,10,0.77,artsy,False
17572372,False,5,0.84,artsy,False
21513143,True,1,0.96,quiet_residential,False
16346852,False,3,0.74,trendy,False
20999491,False,3,0.89,trendy,False
13220720,False,2,0.91,trendy,True
3903173,False,4,0.43,trendy,False
19126369,False,5,0.93,trendy,False
14056526,False,7,0.72,artsy,False
21814527,True,5,0.83,quiet_residential,False
21995981,False,5,0.63,artsy,False
22732932,True,8,0.97,quiet_residential,True
19323563,True,2,0.96,trendy,True
16010428,False,1,0.96,artsy,True
3611620,True,11,0.93,artsy,True
8880524,False,6,0.84,unknown,False
13745898,False,1,0.87,unknown,False
13184355,False,10,0.73,quiet_residential,False
14236091,False,5,0.94,artsy,False
10886689,False,4,0.47,upscale,False
9865344,False,6,0.44,quiet_residential,False
20549411,False,1,0.8,quiet_residential,False
18675215,False,2,0.95,bustling_urban,True
20830933,True,2,0.76,family_friendly,False
22012650,False,6,0.77,upscale,False
9049582,False,3,0.9,upscale,True
17508710,True,7,0.56,family_friendly,False
7771351,False,12,0.87,unknown,False
1134709,False,1,0.98,trendy,True
18067556,False,6,0.77,unknown,True
19907678,False,6,0.94,artsy,True
11943846,False,5,0.76,trendy,False
12519757,True,6,0.82,family_friendly,True
22435813,False,7,0.91,artsy,True
22413269,False,3,0.66,bustling_urban,False
722085,False,4,0.94,trendy,False
13900712,False,5,0.92,family_friendly,False
7036290,True,3,0.75,artsy,False
22666569,False,4,0.78,family_friendly,False
21947062,False,10,0.25,unknown,False
20089471,False,6,0.79,bustling_urban,False
2446430,False,2,0.75,unknown,False
14809727,False,3,0.9,unknown,False
4998386,False,5,0.83,quiet_residential,True
21118999,False,4,0.93,trendy,False
16165376,True,7,0.86,trendy,False
18240423,False,5,0.8,unknown,False
6324345,False,4,0.78,bustling_urban,True
20491800,False,6,0.88,unknown,False
7599569,False,6,0.72,artsy,False
23121872,False,7,0.99,bustling_urban,False
17477731,False,1,0.87,family_friendly,True
13019851,False,1,0.88,trendy,False
20616541,False,1,0.82,artsy,False
9906415,True,3,0.88,bustling_urban,False
9331257,False,3,0.98,unknown,False
1869533,True,6,0.86,artsy,True
21869051,False,5,0.73,bustling_urban,False
4624657,True,6,0.85,artsy,False
8929521,False,7,0.75,artsy,False
2462451,False,7,0.79,trendy,False
222304,False,2,0.81,trendy,False
15355844,False,5,0.96,quiet_residential,False
15986179,False,4,0.94,artsy,True
22318300,True,7,0.68,family_friendly,False
18562624,False,2,0.6,unknown,False
21801606,False,6,0.96,unknown,True
2918764,True,1,0.86,artsy,False
12271309,False,2,0.67,trendy,True
23335582,False,1,0.91,family_friendly,True
13614960,False,1,0.84,upscale,False
9513511,False,3,0.91,artsy,False
13170159,False,2,0.9,unknown,False
7679697,True,3,0.79,bustling_urban,False
15783413,False,8,0.83,family_friendly,False
2371632,False,4,0.85,unknown,False
22542616,False,4,0.99,trendy,False
22971913,False,2,0.85,artsy,False
3603287,False,8,0.9,trendy,True
8459687,False,6,0.93,family_friendly,False
173742,True,9,0.74,upscale,False
21486579,False,3,0.85,bustling_urban,False
243229,False,5,0.84,artsy,False
12302429,False,8,0.91,family_friendly,True
19403098,False,10,0.78,trendy,False
20819937,False,6,0.73,trendy,False
20404542,True,9,0.59,bustling_urban,False
15979617,False,3,0.91,quiet_residential,False
8398566,False,8,0.71,family_friendly,False
13827266,True,5,0.65,artsy,False
13208394,True,6,0.99,bustling_urban,True
693531,True,5,0.9,trendy,True
8484417,False,4,0.86,quiet_residential,False
65834,False,4,0.84,family_friendly,False
16333991,False,8,0.72,trendy,True
3601508,False,7,0.78,quiet_residential,False
20493258,False,6,0.97,artsy,True
11745621,False,4,0.77,bustling_urban,True
17477565,False,3,0.76,bustling_urban,False
21353912,False,5,0.94,family_friendly,True
14822778,False,2,0.68,artsy,False
4225569,False,5,0.85,artsy,False
11722472,False,7,0.86,trendy,False
19361696,False,5,0.82,artsy,True
1600917,True,2,0.88,unknown,False
21633621,False,4,0.94,artsy,False
14371293,False,11,0.87,trendy,False
21694035,False,3,0.74,upscale,False
15087285,False,3,0.87,unknown,False
13638628,False,5,0.76,bustling_urban,False
20156079,True,3,0.82,trendy,True
19170980,True,4,0.91,artsy,False
5085965,False,3,0.85,family_friendly,False
13254864,False,7,0.94,trendy,True
20828380,True,5,0.64,trendy,True
16982938,False,3,0.67,trendy,True
512162,False,2,0.81,quiet_residential,False
13937701,False,1,0.73,quiet_residential,False
19790547,False,4,0.86,artsy,False
14389040,True,2,0.86,trendy,False
19190868,False,6,0.83,artsy,False
15327651,False,1,0.99,quiet_residential,True
12241342,True,5,0.81,trendy,False
18897999,True,2,0.85,bustling_urban,False
8241975,False,4,0.83,trendy,False
12679291,False,3,0.99,quiet_residential,True
17489509,True,1,0.95,trendy,False
13750731,True,5,0.75,quiet_residential,True
15957549,False,3,0.46,artsy,False
17500994,False,3,0.83,unknown,False
12589327,False,2,0.98,artsy,True
14044731,True,3,0.82,quiet_residential,False
15086143,False,1,0.69,unknown,False
14885186,False,2,0.99,quiet_residential,True
8716577,False,5,0.84,trendy,False
3553768,False,4,0.87,trendy,True
944183,False,2,0.9,artsy,False
3643392,False,7,0.77,artsy,True
159019,False,4,0.79,trendy,True
20685563,False,5,0.8,bustling_urban,True
21590125,False,2,0.82,unknown,False
16916292,False,9,0.9,trendy,False
21435457,False,1,0.61,trendy,False
21796869,False,4,0.55,bustling_urban,False
17975664,False,2,0.81,quiet_residential,False
13283548,False,2,0.6,quiet_residential,False
20446879,False,5,0.68,artsy,False
13099330,False,5,0.73,unknown,True
7191494,False,3,0.87,trendy,False
13989701,False,7,0.99,unknown,False
15423725,False,1,0.99,quiet_residential,False
6967305,False,7,0.57,family_friendly,False
16068953,False,3,0.77,artsy,False
804815,False,7,0.74,quiet_residential,False
2804065,False,10,0.7,artsy,False
17029482,False,2,0.86,trendy,False
13274366,False,4,0.93,unknown,True
7675917,False,3,0.87,quiet_residential,True
6004659,False,5,0.97,trendy,True
19981334,False,7,0.95,quiet_residential,False
50174,False,7,0.93,upscale,True
13998679,False,6,0.81,artsy,True
1881556,False,6,0.98,artsy,False
23420032,False,4,0.95,bustling_urban,False
10205130,True,2,0.73,bustling_urban,True
21848046,False,6,0.94,family_friendly,False
17747,False,3,0.85,trendy,False
12725523,False,6,0.81,artsy,False
512209,False,11,0.87,upscale,False
3953942,False,7,0.99,artsy,False
19786572,False,7,0.74,quiet_residential,False
18755327,False,3,0.67,artsy,True
8521188,True,8,0.85,bustling_urban,False
18042238,False,8,0.99,artsy,False
12653674,False,1,0.66,artsy,False
9112009,True,3,0.86,artsy,False
6256470,False,2,0.94,family_friendly,False
12657888,False,2,0.73,artsy,False
16405036,False,7,0.85,trendy,False
19963878,False,4,0.74,trendy,False
2051013,False,1,0.84,family_friendly,False
20387216,False,5,0.93,bustling_urban,True
5885101,False,2,0.82,trendy,False
7880998,False,4,0.91,bustling_urban,False
828130,False,3,0.84,unknown,False
13762797,False,8,0.94,trendy,False
281756,False,3,0.81,trendy,False
9034645,False,4,0.97,unknown,True
21784437,False,4,0.67,artsy,False
16163588,False,8,0.99,upscale,False
4547273,True,4,0.88,quiet_residential,False
9364071,False,7,0.8,bustling_urban,False
22667087,False,4,0.79,unknown,True
6015754,False,3,0.92,quiet_residential,False
21715966,True,6,0.9,bustling_urban,False
16140113,False,3,0.75,artsy,False
3850967,False,5,0.78,artsy,False
715615,False,3,0.82,family_friendly,True
20425764,False,6,0.79,bustling_urban,True
2460611,True,4,0.87,bustling_urban,False
21635015,False,3,0.99,artsy,False
20954875,False,1,0.99,trendy,True
14483221,False,1,0.9,artsy,True
5939117,False,3,0.76,trendy,True
8924504,False,7,0.83,quiet_residential,False
8225035,False,8,0.4,unknown,False
5797741,False,1,0.95,trendy,True
20917199,True,3,0.82,quiet_residential,False
6958652,True,6,0.89,artsy,False
17177059,False,3,0.63,artsy,False
14086188,False,10,0.68,bustling_urban,False
11657888,False,1,0.9,artsy,False
8188644,False,9,0.8,trendy,False
21254329,False,4,0.33,bustling_urban,False
19204889,False,5,0.95,upscale,False
17905970,False,2,0.81,unknown,True
7047076,False,5,0.8,upscale,False
9685104,False,1,0.8,unknown,False
1028263,False,5,0.99,trendy,True
7054265,False,2,0.89,upscale,True
21327327,False,1,0.9,quiet_residential,False
11323125,True,7,0.68,quiet_residential,False
18870016,False,1,0.92,trendy,False
11818542,True,1,0.88,bustling_urban,False
3959369,True,7,0.82,unknown,False
22205113,False,6,0.65,quiet_residential,False
14669267,False,5,0.88,family_friendly,False
13698589,False,5,0.62,artsy,False
14854453,False,1,0.55,upscale,False
14186028,False,1,0.67,trendy,False
18946105,False,4,0.52,family_friendly,True
13154343,True,8,0.99,artsy,False
14785540,False,3,0.92,trendy,True
15296957,False,3,0.84,trendy,False
22063652,True,5,0.87,family_friendly,False
648246,False,5,0.99,trendy,False
19174546,False,1,0.85,unknown,False
7602400,False,4,0.76,quiet_residential,False
20663542,False,6,0.83,trendy,True
20469923,True,4,0.91,trendy,False
18373301,False,1,0.88,unknown,True
15589303,False,2,0.79,trendy,True
18686390,False,11,0.77,trendy,False
20729530,True,5,0.99,quiet_residential,True
13466842,False,6,0.94,bustling_urban,False
7856476,False,5,0.53,unknown,False
18718758,False,4,0.97,upscale,False
287492,False,4,0.8,family_friendly,False
22452129,False,6,0.94,quiet_residential,False
20309733,False,5,0.99,unknown,False
17963856,False,2,0.65,quiet_residential,False
14785624,False,1,0.65,upscale,True
23312212,False,1,0.94,unknown,True
6314972,False,1,0.99,quiet_residential,False
22273547,False,4,0.79,bustling_urban,False
6674686,False,3,0.99,bustling_urban,True
6103146,True,7,0.74,unknown,False
11634575,False,3,0.95,quiet_residential,True
9282987,False,2,0.92,family_friendly,False
13909144,False,1,0.94,artsy,False
4083049,False,1,0.95,artsy,False
16179120,False,9,0.89,unknown,False
14219541,False,5,0.87,upscale,True
7801783,False,7,0.88,trendy,True
13896200,False,7,0.82,trendy,False
18173198,False,3,0.68,artsy,False
3840000,False,9,0.68,trendy,False
5232121,False,4,0.85,unknown,True
14842489,False,6,0.88,quiet_residential,True
22850919,False,3,0.86,unknown,False
21436341,False,3,0.99,quiet_residential,False
8402908,False,1,0.91,upscale,False
20356256,False,5,0.77,trendy,False
9476759,False,3,0.99,bustling_urban,True
10883053,False,4,0.71,quiet_residential,False
4189577,False,1,0.99,trendy,False
5691265,False,5,0.9,bustling_urban,False
99070,False,4,0.79,bustling_urban,True
16274972,True,1,0.75,artsy,False
9147025,True,3,0.71,unknown,False
14927635,False,5,0.89,quiet_residential,False
3440595,True,3,0.86,artsy,False
16651519,True,6,0.82,family_friendly,False
2976805,False,5,0.81,bustling_urban,False
13129664,False,3,0.92,trendy,False
488211,False,3,0.81,family_friendly,False
21990254,True,6,0.77,unknown,True
16276759,True,6,0.92,bustling_urban,True
22637100,False,1,0.94,unknown,False
7883833,False,1,0.89,bustling_urban,True
1706351,True,4,0.94,upscale,False
21287050,False,3,0.71,trendy,False
6973598,False,2,0.91,bustling_urban,False
21382342,False,4,0.77,trendy,False
12222625,False,7,0.99,bustling_urban,False
11635717,True,3,0.92,quiet_residential,True
925240,True,1,0.99,trendy,False
17857598,False,7,0.91,quiet_residential,True
21282152,False,3,0.91,quiet_residential,True
20133468,False,7,0.68,unknown,False
9922753,False,1,0.89,unknown,False
1772568,False,6,0.59,quiet_residential,False
5821886,False,1,0.81,trendy,False
235515,False,9,0.72,unknown,False
21205645,False,2,0.94,quiet_residential,False
15447669,False,1,0.83,family_friendly,False
4187387,False,4,0.74,upscale,False
19524029,False,7,0.47,trendy,False
20753678,False,4,0.99,trendy,False
19117207,False,1,0.89,upscale,False
14575962,False,7,0.87,bustling_urban,True
291812,False,4,0.81,family_friendly,False
16559019,False,1,0.87,family_friendly,True
3766770,False,2,0.94,bustling_urban,True
4653253,False,7,0.8,family_friendly,True
302238,True,8,0.89,artsy,False
5252559,False,4,0.99,trendy,True
3808119,False,3,0.75,artsy,True
15291113,False,4,0.94,unknown,False
17860959,False,4,0.89,trendy,True
6613154,True,10,0.99,unknown,False
21101700,True,2,0.87,upscale,False
12495562,False,1,0.99,quiet_residential,False
3613067,False,3,0.95,trendy,True
2250790,False,5,0.86,artsy,False
4595569,True,7,0.91,bustling_urban,False
9149930,False,3,0.93,trendy,False
3094833,True,3,0.92,upscale,False
15474504,False,5,0.84,unknown,False
3531190,True,5,0.96,trendy,False
20351140,True,3,0.87,bustling_urban,False
3811186,True,1,0.86,unknown,True
17369361,False,2,0.92,bustling_urban,False
19530067,False,4,0.77,artsy,True
14100670,False,7,0.79,bustling_urban,False
21765794,False,3,0.41,trendy,False
7496203,False,3,0.98,quiet_residential,False
17865314,False,1,0.99,artsy,False
19084262,True,3,0.89,upscale,False
17254706,False,8,0.92,unknown,True
19815527,False,4,0.55,trendy,False
19594567,False,1,0.93,quiet_residential,False
12836723,False,6,0.88,unknown,False
17700246,False,3,0.99,bustling_urban,True
14466193,False,2,0.93,unknown,True
21503589,True,1,0.83,artsy,True
1682958,True,2,0.79,family_friendly,False
9436315,False,6,0.46,artsy,False
20851751,True,6,0.85,artsy,True
20030869,False,5,0.77,artsy,False
21960659,True,1,0.74,unknown,False
21308528,False,3,0.74,trendy,False
6638377,True,1,0.82,trendy,False
1614817,True,7,0.91,trendy,False
389482,False,2,0.93,artsy,False
12711153,False,3,0.83,bustling_urban,False
22281954,False,5,0.7,unknown,True
15453319,True,1,0.68,family_friendly,False
21069158,False,5,0.8,quiet_residential,True
7700741,False,5,0.82,artsy,False
10866173,False,3,0.83,trendy,False
925010,False,12,0.5,trendy,False
16301294,False,1,0.93,artsy,False
20331995,False,8,0.88,unknown,False
130439,False,2,0.83,artsy,True
9108196,True,7,0.78,unknown,False
13188856,False,12,0.76,family_friendly,False
12267599,False,6,0.82,artsy,True
27644,True,7,0.99,artsy,True
13769506,False,2,0.91,unknown,True
5683505,False,2,0.69,trendy,False
21900307,False,1,0.39,bustling_urban,False
22392138,False,8,0.89,unknown,True
8115423,False,5,0.35,family_friendly,False
21082194,False,1,0.65,unknown,False
18656647,False,4,0.85,quiet_residential,False
9414521,False,3,0.9,family_friendly,False
16341416,False,4,0.84,artsy,False
2349737,False,4,0.48,unknown,False
5899598,False,3,0.74,unknown,False
11564373,False,6,0.83,unknown,False
12871039,True,4,0.78,bustling_urban,False
22081871,False,4,0.75,trendy,False
18610543,False,2,0.77,family_friendly,False
22323126,False,3,0.87,family_friendly,False
14327689,True,3,0.76,unknown,False
22047750,False,1,0.85,quiet_residential,False
2074985,False,4,0.96,artsy,True
19993194,False,1,0.8,bustling_urban,False
4263624,True,10,0.93,artsy,False
8741020,True,2,0.72,artsy,True
14180414,False,3,0.95,trendy,False
7873524,False,4,0.81,artsy,False
12184165,False,1,0.63,family_friendly,False
14827522,False,2,0.74,unknown,True
21172762,False,3,0.71,bustling_urban,False
910976,True,4,0.73,bustling_urban,True
18013489,True,7,0.88,bustling_urban,False
17845507,False,4,0.49,upscale,False
21966390,True,5,0.84,trendy,False
16534096,False,4,0.62,unknown,False
12894048,False,2,0.85,quiet_residential,False
21190892,False,8,0.92,family_friendly,True
19531601,False,5,0.81,artsy,False
14522465,True,13,0.87,artsy,False
15188738,False,2,0.82,unknown,False
21885214,False,5,0.84,bustling_urban,True
2892709,False,5,0.65,unknown,False
3213712,True,10,0.71,artsy,False
22178761,True,10,0.31,trendy,False
20960110,False,2,0.72,unknown,False
20775449,False,12,0.88,bustling_urban,False
19156426,False,1,0.76,unknown,True
11791904,False,5,0.62,artsy,False
16965097,True,3,0.87,bustling_urban,False
16020008,False,2,0.99,artsy,False
12386579,False,5,0.91,quiet_residential,True
22410964,False,2,0.92,trendy,False
13697377,False,7,0.58,trendy,False
16009487,True,1,0.99,artsy,False
14832329,False,5,0.57,artsy,False
14362124,False,5,0.52,upscale,False
10801094,False,3,0.77,trendy,False
18672625,False,4,0.82,artsy,False
13182531,False,5,0.99,quiet_residential,False
3554285,False,5,0.89,artsy,True
13388959,False,1,0.93,trendy,True
7410868,False,3,0.91,trendy,False
746346,False,7,0.81,bustling_urban,False
6269608,False,4,0.71,bustling_urban,False
17682081,False,7,0.85,upscale,True
20887028,False,2,0.9,bustling_urban,False
18875426,False,2,0.82,trendy,True
76761,False,1,0.89,unknown,False
7382564,False,7,0.81,family_friendly,True
3474011,False,2,0.93,trendy,False
18803472,True,2,0.93,trendy,False
13276073,False,11,0.91,bustling_urban,True
15224785,False,6,0.75,artsy,False
64361,False,4,0.96,trendy,True
8308797,False,4,0.96,unknown,False
15949821,True,1,0.91,bustling_urban,False
7113393,False,5,0.91,trendy,False
12177276,False,1,0.88,family_friendly,True
7837408,False,3,0.79,upscale,True
21579960,False,7,0.8,quiet_residential,False
15115983,False,3,0.88,artsy,True
7019122,True,11,0.8,trendy,True
4499679,False,1,0.92,quiet_residential,False
3944627,False,8,0.91,upscale,False
1073780,False,10,0.89,artsy,False
1862436,False,1,0.97,artsy,True
7572103,False,1,0.78,bustling_urban,False
16440392,False,4,0.63,artsy,False
15299052,False,1,0.99,bustling_urban,False
18676837,False,5,0.81,bustling_urban,False
6973159,False,1,0.74,artsy,True
14052040,False,4,0.94,artsy,False
14178943,True,5,0.89,bustling_urban,True
21138717,True,8,0.77,upscale,False
19803208,False,1,0.79,artsy,False
21295942,False,8,0.58,artsy,False
17154204,False,1,0.99,unknown,False
2747695,False,2,0.81,trendy,True
21253972,False,2,0.99,upscale,False
19749379,True,6,0.68,unknown,False
7386119,False,1,0.91,artsy,False
21662950,False,4,0.99,artsy,False
6291371,True,1,0.82,upscale,True
4861859,False,4,0.83,quiet_residential,True
2138787,False,2,0.82,quiet_residential,False
2310008,False,4,0.82,bustling_urban,True
1899076,False,2,0.91,artsy,False
531455,False,6,0.85,unknown,False
5582038,False,2,0.98,trendy,False
19206618,False,3,0.82,bustling_urban,True
1108309,False,2,0.99,unknown,False
15736079,False,4,0.95,artsy,False
10308738,False,1,0.83,family_friendly,False
5267153,False,7,0.92,unknown,False
4331517,True,9,0.76,quiet_residential,False
11871993,False,3,0.99,trendy,False
14312736,True,4,0.99,trendy,False
19701716,False,3,0.76,upscale,True
2152612,False,9,0.7,bustling_urban,False
13359798,False,1,0.75,family_friendly,False
51778,False,5,0.97,artsy,True
4155012,False,4,0.89,trendy,True
17359463,False,5,0.92,artsy,False
5593975,False,6,0.82,artsy,True
3038614,False,13,0.78,artsy,True
8444730,False,2,0.96,trendy,False
21005738,False,1,0.99,artsy,False
18870342,False,2,0.95,bustling_urban,True
18248683,False,2,0.92,trendy,False
6404431,False,4,0.79,quiet_residential,True
7760406,False,3,0.77,trendy,True
18688445,False,4,0.57,bustling_urban,False
21801370,False,8,0.21,unknown,False
14744735,False,2,0.99,trendy,False
7750695,True,3,0.69,artsy,True
2674267,False,1,0.69,family_friendly,False
19252150,False,1,0.78,trendy,False
16404945,False,5,0.8,trendy,False
16442406,False,5,0.9,trendy,False
2164904,False,1,0.81,trendy,True
5051597,False,7,0.91,artsy,True
22996979,False,7,0.79,unknown,False
11371773,False,8,0.93,artsy,False
12604187,False,5,0.84,bustling_urban,False
8241545,False,1,0.88,artsy,False
84659,False,1,0.96,trendy,False
19136283,False,11,0.82,trendy,False
22308102,False,10,0.87,upscale,False
15855156,False,2,0.81,family_friendly,False
2879843,False,5,0.86,quiet_residential,False
21567672,True,5,0.85,trendy,False
1934804,True,14,0.9,trendy,False
22904609,True,7,0.75,unknown,False
3811578,False,3,0.91,artsy,False
21504803,False,7,0.82,artsy,False
11798782,False,9,0.92,artsy,False
10043153,False,6,0.83,trendy,True
18850750,True,12,0.99,upscale,False
21740324,False,5,0.92,bustling_urban,False
21749387,True,3,0.95,artsy,True
14995212,False,3,0.92,artsy,False
13927957,False,5,0.69,bustling_urban,False
22246864,True,1,0.99,unknown,False
17622310,False,5,0.46,family_friendly,False
1307751,True,5,0.77,artsy,True
1096511,True,2,0.65,artsy,False
2368214,False,5,0.74,unknown,False
19718993,False,2,0.9,artsy,False
18755460,False,4,0.6,unknown,False
19206035,False,4,0.97,family_friendly,False
16374819,True,7,0.92,family_friendly,False
4987355,False,6,0.88,bustling_urban,False
15740172,False,3,0.76,unknown,False
625365,False,8,0.81,unknown,False
13511037,False,7,0.71,unknown,False
20555839,False,9,0.87,artsy,True
16630483,False,3,0.86,unknown,False
13722149,False,5,0.81,bustling_urban,False
8869029,False,2,0.58,artsy,True
7471933,False,7,0.84,trendy,False
3272552,True,9,0.99,trendy,False
19221008,False,2,0.89,upscale,False
7579799,False,1,0.86,unknown,False
16738648,False,3,0.58,bustling_urban,False
14218548,False,3,0.63,trendy,False
14756273,False,7,0.63,unknown,False
21275055,False,6,0.84,artsy,False
19720270,False,3,0.96,artsy,False
21094468,False,3,0.81,trendy,False
14139651,False,10,0.97,unknown,False
208148,False,4,0.91,trendy,False
17981447,False,2,0.86,trendy,False
21100224,False,2,0.93,bustling_urban,False
17220301,False,6,0.99,trendy,False
13006306,False,2,0.88,artsy,True
12749145,False,5,0.93,trendy,True
21198320,False,1,0.72,trendy,False
7725075,False,2,0.87,bustling_urban,True
20035842,False,6,0.85,unknown,False
1640700,True,10,0.96,trendy,True
4418714,True,4,0.92,family_friendly,True
10245959,False,8,0.58,unknown,False
5415365,False,2,0.96,trendy,False
2141549,False,5,0.9,artsy,True
4579424,False,4,0.99,trendy,True
16283324,False,3,0.63,artsy,False
244235,False,1,0.86,artsy,False
9597627,True,11,0.87,artsy,True
19825152,True,6,0.99,trendy,False
22611934,False,1,0.99,artsy,True
15866121,False,7,0.85,artsy,False
16167030,False,6,0.9,bustling_urban,False
19433839,False,1,0.51,unknown,True
21245244,True,3,0.83,artsy,True
7325889,False,5,0.71,trendy,True
6880184,False,3,0.94,quiet_residential,False
16468105,False,3,0.82,bustling_urban,True
21232863,False,5,0.64,unknown,True
3302463,True,2,0.99,upscale,False
1712462,False,5,0.81,trendy,True
17533385,False,6,0.74,trendy,False
1542279,False,4,0.74,artsy,True
1872838,False,12,0.95,artsy,True
1573068,False,1,0.93,family_friendly,True
13461718,False,4,0.83,trendy,False
10134285,False,3,0.97,bustling_urban,False
5588684,True,5,0.75,trendy,True
176653,False,2,0.89,trendy,False
1812111,False,3,0.91,artsy,False
6622389,False,2,0.99,artsy,False
2645558,False,3,0.62,upscale,False
1235717,False,2,0.99,artsy,False
19382104,False,5,0.82,quiet_residential,False
3208747,False,5,0.99,family_friendly,True
12747935,False,9,0.64,artsy,True
9349483,False,6,0.99,artsy,False
5116727,False,5,0.75,trendy,True
7177958,False,1,0.8,family_friendly,True
17252480,False,8,0.91,upscale,True
6074975,False,6,0.87,bustling_urban,True
19033383,True,5,0.63,artsy,True
311356,False,2,0.95,quiet_residential,False
15115837,False,1,0.76,family_friendly,False
17777286,False,6,0.76,bustling_urban,False
21012649,False,3,0.78,upscale,False
22059632,False,1,0.9,trendy,False
